Date,Open,High,Low,Close,Adj Close,Volume
2017-05-16,3.4094998836517334,3.436000108718872,3.3340001106262207,3.4202499389648438,3.374925374984741,1120700000
2017-05-17,3.3524999618530273,3.371500015258789,3.1887500286102295,3.193000078201294,3.1506872177124023,1271368000
2017-05-18,3.237499952316284,3.335750102996826,3.1762499809265137,3.3267500400543213,3.2826645374298096,1156032000
2017-05-19,3.4257500171661377,3.4554998874664307,3.380500078201294,3.4000000953674316,3.3584768772125244,1018372000
2017-05-22,3.4442501068115234,3.486999988555908,3.4332499504089355,3.4725000858306885,3.4300918579101562,836608000
2017-05-23,3.492500066757202,3.4947500228881836,3.3927500247955322,3.4257500171661377,3.383913040161133,681248000
2017-05-24,3.5239999294281006,3.526750087738037,3.4519999027252197,3.464250087738037,3.421942710876465,815996000
2017-05-25,3.5,3.5007500648498535,3.4110000133514404,3.4565000534057617,3.4142863750457764,608228000
2017-05-26,3.4482500553131104,3.631999969482422,3.4277501106262207,3.5460000038146973,3.5026941299438477,779140000
2017-05-30,3.5924999713897705,3.657249927520752,3.5762500762939453,3.6217501163482666,3.577518939971924,989652000
2017-05-31,3.667249917984009,3.674999952316284,3.5512499809265137,3.608750104904175,3.5646777153015137,887316000
2017-06-01,3.6247498989105225,3.6257500648498535,3.562999963760376,3.6089999675750732,3.5649240016937256,503340000
2017-06-02,3.6059999465942383,3.632499933242798,3.5850000381469727,3.5910000801086426,3.5471441745758057,487456000
2017-06-05,3.57450008392334,3.713249921798706,3.5627501010894775,3.7002499103546143,3.655059814453125,817376000
2017-06-06,3.695499897003174,3.7422499656677246,3.6700000762939453,3.683500051498413,3.638514995574951,758728000
2017-06-07,3.708250045776367,3.746999979019165,3.692500114440918,3.7279999256134033,3.68247127532959,612612000
2017-06-08,3.8364999294281006,4.0,3.7947499752044678,3.998500108718872,3.9496676921844482,1161744000
2017-06-09,4.118500232696533,4.212500095367432,3.5687499046325684,3.740000009536743,3.6943249702453613,3692928000
2017-06-12,3.6470000743865967,3.7925000190734863,3.5527501106262207,3.7492499351501465,3.703462839126587,1697532000
2017-06-13,3.859999895095825,3.8692500591278076,3.641249895095825,3.7850000858306885,3.7387747764587402,1672504000
2017-06-14,3.7880001068115234,3.8515000343322754,3.7125000953674316,3.7929999828338623,3.7466776371002197,1184640000
2017-06-15,3.6740000247955322,3.8399999141693115,3.6624999046325684,3.8092501163482666,3.762728691101074,963824000
2017-06-16,3.819000005722046,3.867500066757202,3.75600004196167,3.7904999256134033,3.7442078590393066,924960000
2017-06-19,3.835249900817871,3.9382500648498535,3.8315000534057617,3.933000087738037,3.884967565536499,778176000
2017-06-20,3.975749969482422,4.043499946594238,3.9230000972747803,3.9272499084472656,3.879286766052246,1095444000
2017-06-21,3.9552500247955322,3.990499973297119,3.8924999237060547,3.9867498874664307,3.938061237335205,682652000
2017-06-22,3.994999885559082,4.008500099182129,3.934999942779541,3.959249973297119,3.9108974933624268,469132000
2017-06-23,3.9670000076293945,3.9830000400543213,3.8304998874664307,3.845750093460083,3.7987825870513916,1088588000
2017-06-26,3.878999948501587,3.9149999618530273,3.708250045776367,3.8037500381469727,3.757295608520508,1063960000
2017-06-27,3.7860000133514404,3.7947499752044678,3.658750057220459,3.6644999980926514,3.619746685028076,999492000
2017-06-28,3.7330000400543213,3.7985000610351562,3.643749952316284,3.793750047683716,3.747417449951172,994948000
2017-06-29,3.765000104904175,3.7679998874664307,3.6019999980926514,3.6670000553131104,3.6222167015075684,1064424000
2017-06-30,3.684499979019165,3.6982500553131104,3.5875000953674316,3.614000082015991,3.5698633193969727,731060000
2017-07-03,3.6262500286102295,3.641249895095825,3.4644999504089355,3.4832499027252197,3.4407100677490234,709072000
2017-07-05,3.547499895095825,3.6054999828338623,3.528249979019165,3.5762500762939453,3.532574415206909,820188000
2017-07-06,3.546750068664551,3.634500026702881,3.49399995803833,3.5869998931884766,3.5431933403015137,746284000
2017-07-07,3.6445000171661377,3.6875,3.6212499141693115,3.6689999103546143,3.6241915225982666,654972000
2017-07-10,3.743499994277954,3.8499999046325684,3.7170000076293945,3.8424999713897705,3.7955732345581055,958492000
2017-07-11,3.846250057220459,3.904750108718872,3.8037500381469727,3.8970000743865967,3.849407434463501,757956000
2017-07-12,3.9574999809265137,4.074999809265137,3.9140000343322754,4.062749862670898,4.013132095336914,1145208000
2017-07-13,4.074999809265137,4.15749979019165,3.96875,4.015749931335449,3.966707944869995,1369132000
2017-07-14,4.032249927520752,4.125249862670898,4.02524995803833,4.12375020980835,4.073387145996094,941948000
2017-07-17,4.158249855041504,4.1875,4.043749809265137,4.106249809265137,4.056103706359863,930792000
2017-07-18,4.04449987411499,4.163750171661377,4.03249979019165,4.14900016784668,4.098330020904541,776640000
2017-07-19,4.158249855041504,4.184999942779541,4.115250110626221,4.127500057220459,4.077092170715332,687044000
2017-07-20,4.148250102996826,4.187749862670898,4.097750186920166,4.1875,4.136358261108398,699596000
2017-07-21,4.166749954223633,4.232500076293945,4.152249813079834,4.202499866485596,4.151177406311035,648332000
2017-07-24,4.209750175476074,4.2195000648498535,4.14300012588501,4.153749942779541,4.10302209854126,652524000
2017-07-25,4.130499839782715,4.148250102996826,4.0894999504089355,4.133749961853027,4.083266735076904,496556000
2017-07-26,4.191999912261963,4.2482500076293945,4.146249771118164,4.18149995803833,4.130433559417725,640404000
2017-07-27,4.20674991607666,4.218500137329102,3.938999891281128,4.043499946594238,3.9941184520721436,782856000
2017-07-28,4.00724983215332,4.134500026702881,3.9820001125335693,4.109749794006348,4.059558868408203,513348000
2017-07-31,4.123499870300293,4.159999847412109,4.015500068664551,4.062749862670898,4.013132095336914,559672000
2017-08-01,4.053249835968018,4.113999843597412,4.025000095367432,4.112249851226807,4.062026500701904,431384000
2017-08-02,4.143750190734863,4.147749900817871,4.031750202178955,4.109749794006348,4.059558868408203,478444000
2017-08-03,4.109250068664551,4.165750026702881,4.0920000076293945,4.1620001792907715,4.111171245574951,442420000
2017-08-04,4.184999942779541,4.2517499923706055,4.1620001792907715,4.18025016784668,4.1291985511779785,589096000
2017-08-07,4.209750175476074,4.3092498779296875,4.199999809265137,4.308750152587891,4.256128311157227,717412000
2017-08-08,4.347249984741211,4.363999843597412,4.217750072479248,4.257500171661377,4.205504894256592,755336000
2017-08-09,4.210750102996826,4.30525016784668,4.1917500495910645,4.302750110626221,4.2502007484436035,530784000
2017-08-10,4.303999900817871,4.316500186920166,4.108250141143799,4.118500232696533,4.068202972412109,1328088000
2017-08-11,3.928499937057495,3.9749999046325684,3.8227500915527344,3.8989999294281006,3.8513829708099365,1497196000
2017-08-14,3.9917500019073486,4.213749885559082,3.9800000190734863,4.210000038146973,4.1585845947265625,1279020000
2017-08-15,4.215250015258789,4.2417497634887695,4.139750003814697,4.174499988555908,4.123517990112305,764532000
2017-08-16,4.1897501945495605,4.213500022888184,4.0960001945495605,4.128749847412109,4.078327655792236,596632000
2017-08-17,4.120250225067139,4.137499809265137,4.0345001220703125,4.036749839782715,3.9874494075775146,525444000
2017-08-18,4.091750144958496,4.109000205993652,3.990999937057495,4.037499904632568,3.988190174102783,601204000
2017-08-21,4.062250137329102,4.073750019073486,3.9342501163482666,3.978749990463257,3.930159091949463,623672000
2017-08-22,4.012249946594238,4.06974983215332,3.9927499294281006,4.06374979019165,4.017654895782471,450456000
2017-08-23,4.03000020980835,4.15625,4.021249771118164,4.144999980926514,4.0979838371276855,579520000
2017-08-24,4.177499771118164,4.182000160217285,4.103000164031982,4.129749774932861,4.0829057693481445,469700000
2017-08-25,4.154250144958496,4.1645002365112305,4.088749885559082,4.095250129699707,4.048796653747559,357200000
2017-08-28,4.114500045776367,4.127500057220459,4.0582499504089355,4.1242499351501465,4.077467918395996,389496000
2017-08-29,4.0647501945495605,4.139500141143799,4.05649995803833,4.117499828338623,4.070796012878418,324096000
2017-08-30,4.137499809265137,4.153250217437744,4.106750011444092,4.142000198364258,4.095016956329346,384400000
2017-08-31,4.162499904632568,4.239999771118164,4.15500020980835,4.236000061035156,4.187950611114502,612684000
2017-09-01,4.24875020980835,4.297500133514404,4.239999771118164,4.261499881744385,4.213163375854492,445432000
2017-09-05,4.209499835968018,4.2144999504089355,4.089000225067139,4.147749900817871,4.100701332092285,695364000
2017-09-06,4.181000232696533,4.195000171661377,4.110000133514404,4.145249843597412,4.098230361938477,397672000
2017-09-07,4.16225004196167,4.197249889373779,4.12375020980835,4.1645002365112305,4.1172614097595215,352868000
2017-09-08,4.152750015258789,4.167749881744385,4.067749977111816,4.092249870300293,4.045831680297852,498856000
2017-09-11,4.138500213623047,4.235750198364258,4.132999897003174,4.224999904632568,4.177075386047363,567444000
2017-09-12,4.25,4.25,4.17425012588501,4.240250110626221,4.192152500152588,411488000
2017-09-13,4.214749813079834,4.28849983215332,4.182000160217285,4.259250164031982,4.2109375,580960000
2017-09-14,4.219749927520752,4.314000129699707,4.195000171661377,4.235000133514404,4.186962604522705,513712000
2017-09-15,4.321499824523926,4.502749919891357,4.316249847412109,4.502749919891357,4.451676368713379,1364792000
2017-09-18,4.628499984741211,4.78000020980835,4.621500015258789,4.68874979019165,4.635565757751465,1684460000
2017-09-19,4.637750148773193,4.746250152587891,4.615499973297119,4.683750152587891,4.630622386932373,874280000
2017-09-20,4.6875,4.735499858856201,4.605249881744385,4.645999908447266,4.593301773071289,724920000
2017-09-21,4.540999889373779,4.567500114440918,4.440249919891357,4.519000053405762,4.4677414894104,1075600000
2017-09-22,4.507500171661377,4.557750225067139,4.465000152587891,4.474999904632568,4.424239158630371,491232000
2017-09-25,4.443749904632568,4.445000171661377,4.254000186920166,4.275000095367432,4.226508140563965,874580000
2017-09-26,4.411250114440918,4.4670000076293945,4.258749961853027,4.298999786376953,4.250235080718994,1125620000
2017-09-27,4.390500068664551,4.406750202178955,4.318749904632568,4.393249988555908,4.343417167663574,713720000
2017-09-28,4.4004998207092285,4.4045000076293945,4.343999862670898,4.392000198364258,4.342181205749512,435244000
2017-09-29,4.4770002365112305,4.493249893188477,4.431250095367432,4.469250202178955,4.418554782867432,619092000
2017-10-02,4.519999980926514,4.549499988555908,4.425000190734863,4.474999904632568,4.424239158630371,503480000
2017-10-03,4.481249809265137,4.514500141143799,4.439499855041504,4.484250068664551,4.433384895324707,390332000
2017-10-04,4.490499973297119,4.544250011444092,4.453499794006348,4.521749973297119,4.470458984375,427848000
2017-10-05,4.546500205993652,4.550000190734863,4.488999843597412,4.51924991607666,4.467988014221191,437364000
2017-10-06,4.491250038146973,4.546000003814697,4.474999904632568,4.53249979019165,4.481086730957031,318800000
2017-10-09,4.56974983215332,4.66825008392334,4.550749778747559,4.634749889373779,4.582179069519043,563492000
2017-10-10,4.785749912261963,4.823750019073486,4.68149995803833,4.723249912261963,4.669674396514893,974876000
2017-10-11,4.739999771118164,4.775000095367432,4.69350004196167,4.773499965667725,4.719354152679443,529508000
2017-10-12,4.7769999504089355,4.827250003814697,4.7482500076293945,4.775750160217285,4.721578121185303,528292000
2017-10-13,4.838749885559082,4.875,4.791250228881836,4.864749908447266,4.809569358825684,628728000
2017-10-16,4.894999980926514,4.951250076293945,4.830999851226807,4.948249816894531,4.892122268676758,576640000
2017-10-17,4.927249908447266,4.972499847412109,4.908750057220459,4.943749904632568,4.8876729011535645,478596000
2017-10-18,4.952750205993652,4.953499794006348,4.833000183105469,4.939499855041504,4.883471965789795,567316000
2017-10-19,4.861000061035156,4.949999809265137,4.81125020980835,4.945000171661377,4.888909816741943,570772000
2017-10-20,4.962250232696533,4.989749908447266,4.91349983215332,4.922500133514404,4.866663455963135,451620000
2017-10-23,4.944499969482422,4.971250057220459,4.894999980926514,4.915500164031982,4.859742641448975,428696000
2017-10-24,4.924749851226807,4.96875,4.898499965667725,4.9670000076293945,4.9106597900390625,407244000
2017-10-25,4.927000045776367,4.980500221252441,4.779250144958496,4.8414998054504395,4.7865824699401855,828160000
2017-10-26,4.869500160217285,4.9039998054504395,4.845250129699707,4.892250061035156,4.836756229400635,322744000
2017-10-27,4.945000171661377,5.046750068664551,4.918749809265137,5.046500205993652,4.9892578125,572192000
2017-10-30,5.046500205993652,5.152249813079834,5.0304999351501465,5.0960001945495605,5.038196563720703,504056000
2017-10-31,5.1282501220703125,5.197249889373779,5.122499942779541,5.170249938964844,5.1116042137146,411908000
2017-11-01,5.233749866485596,5.2492499351501465,5.114999771118164,5.179999828338623,5.121243476867676,502576000
2017-11-02,5.150000095367432,5.195250034332275,5.091249942779541,5.148499965667725,5.0901007652282715,342308000
2017-11-03,5.179999828338623,5.217249870300293,5.133500099182129,5.217249870300293,5.1580705642700195,353640000
2017-11-06,5.179999828338623,5.249499797821045,5.167500019073486,5.240749835968018,5.181303024291992,389944000
2017-11-07,5.263750076293945,5.322500228881836,5.251500129699707,5.300749778747559,5.2406229972839355,427700000
2017-11-08,5.296249866485596,5.300000190734863,5.181000232696533,5.229000091552734,5.169687271118164,522988000
2017-11-09,5.131750106811523,5.158249855041504,5.009250164031982,5.132999897003174,5.074776649475098,978564000
2017-11-10,5.327000141143799,5.466750144958496,5.290750026702881,5.403500080108643,5.342208385467529,1253256000
2017-11-13,5.403500080108643,5.4292497634887695,5.300250053405762,5.3157501220703125,5.2554545402526855,582376000
2017-11-14,5.324999809265137,5.369999885559082,5.280749797821045,5.354499816894531,5.293763637542725,529292000
2017-11-15,5.298749923706055,5.300000190734863,5.195000171661377,5.249499797821045,5.189955711364746,501948000
2017-11-16,5.32450008392334,5.355000019073486,5.28125,5.290249824523926,5.230242729187012,441768000
2017-11-17,5.3480000495910645,5.383749961853027,5.268750190734863,5.283999919891357,5.224062919616699,515664000
2017-11-20,5.299749851226807,5.364250183105469,5.262499809265137,5.3520002365112305,5.291293621063232,396100000
2017-11-21,5.392250061035156,5.413000106811523,5.360000133514404,5.401249885559082,5.339982509613037,399176000
2017-11-22,5.425000190734863,5.425000190734863,5.340250015258789,5.3732500076293945,5.3159918785095215,356640000
2017-11-24,5.389750003814697,5.425000190734863,5.364999771118164,5.423999786376953,5.366199970245361,180752000
2017-11-27,5.432750225067139,5.434000015258789,5.350249767303467,5.353499889373779,5.296451568603516,422896000
2017-11-28,5.358749866485596,5.368249893188477,5.205999851226807,5.267749786376953,5.211616039276123,512752000
2017-11-29,5.250249862670898,5.252999782562256,4.780749797821045,4.9105000495910645,4.858173370361328,1396788000
2017-11-30,4.980000019073486,5.066999912261963,4.916250228881836,5.017749786376953,4.964280605316162,823768000
2017-12-01,4.982749938964844,5.0032501220703125,4.8117499351501465,4.941999912261963,4.889338493347168,811548000
2017-12-04,5.00124979019165,5.007500171661377,4.612500190734863,4.666500091552734,4.61677360534668,1240844000
2017-12-05,4.559999942779541,4.817500114440918,4.514500141143799,4.69350004196167,4.6434855461120605,981488000
